user_id,meal_id,ratings,meal_type
1942,623,7,breakfast
1974,623,8,breakfast
1988,623,5,breakfast
1998,623,5,breakfast
2007,623,7,breakfast
2022,623,7,breakfast
2030,623,8,breakfast
2061,623,6,breakfast
2091,623,9,breakfast
2097,623,5,breakfast
2106,623,10,breakfast
2120,623,4,breakfast
2143,623,8,breakfast
2145,623,9,breakfast
2149,623,8,breakfast
2154,623,10,breakfast
2173,623,5,breakfast
2183,623,5,breakfast
2188,623,6,breakfast
2200,623,5,breakfast
2202,623,5,breakfast
2218,623,5,breakfast
2224,623,10,breakfast
2249,623,7,breakfast
2281,623,10,breakfast
2297,623,9,breakfast
2319,623,10,breakfast
2335,623,7,breakfast
2342,623,4,breakfast
2346,623,7,breakfast
2349,623,7,breakfast
2357,623,8,breakfast
2371,623,9,breakfast
2434,623,6,breakfast
2441,623,4,breakfast
2451,623,7,breakfast
2455,623,9,breakfast
2472,623,10,breakfast
2479,623,5,breakfast
2488,623,5,breakfast
2501,623,10,breakfast
2515,623,8,breakfast
2581,623,10,breakfast
2588,623,4,breakfast
2595,623,10,breakfast
2625,623,5,breakfast
2634,623,10,breakfast
2646,623,6,breakfast
2670,623,4,breakfast
2691,623,9,breakfast
2702,623,7,breakfast
2713,623,8,breakfast
2720,623,4,breakfast
2748,623,6,breakfast
2750,623,6,breakfast
2760,623,4,breakfast
2795,623,4,breakfast
2810,623,4,breakfast
2817,623,9,breakfast
2819,623,10,breakfast
2822,623,6,breakfast
2841,623,8,breakfast
2850,623,10,breakfast
2865,623,8,breakfast
2900,623,6,breakfast
2909,623,5,breakfast
2922,623,5,breakfast
2929,623,9,breakfast
2933,623,8,breakfast
2944,623,10,breakfast
2961,623,9,breakfast
2980,623,7,breakfast
2989,623,7,breakfast
2992,623,5,breakfast
2996,623,4,breakfast
1,4017,5,breakfast
38,4017,10,breakfast
50,4017,4,breakfast
76,4017,6,breakfast
92,4017,5,breakfast
101,4017,10,breakfast
104,4017,8,breakfast
106,4017,6,breakfast
123,4017,6,breakfast
125,4017,8,breakfast
133,4017,5,breakfast
140,4017,9,breakfast
142,4017,6,breakfast
143,4017,4,breakfast
189,4017,8,breakfast
192,4017,4,breakfast
195,4017,9,breakfast
199,4017,4,breakfast
213,4017,7,breakfast
215,4017,4,breakfast
218,4017,8,breakfast
221,4017,7,breakfast
224,4017,10,breakfast
228,4017,5,breakfast
261,4017,5,breakfast
266,4017,6,breakfast
272,4017,5,breakfast
273,4017,6,breakfast
276,4017,7,breakfast
282,4017,7,breakfast
284,4017,7,breakfast
291,4017,4,breakfast
293,4017,8,breakfast
298,4017,4,breakfast
300,4017,7,breakfast
307,4017,7,breakfast
318,4017,4,breakfast
343,4017,10,breakfast
349,4017,6,breakfast
384,4017,8,breakfast
399,4017,7,breakfast
400,4017,8,breakfast
418,4017,7,breakfast
431,4017,10,breakfast
457,4017,4,breakfast
461,4017,10,breakfast
463,4017,10,breakfast
492,4017,9,breakfast
503,4017,5,breakfast
523,4017,8,breakfast
528,4017,8,breakfast
539,4017,9,breakfast
546,4017,7,breakfast
581,4017,5,breakfast
600,4017,10,breakfast
601,4017,7,breakfast
625,4017,4,breakfast
638,4017,9,breakfast
643,4017,10,breakfast
671,4017,7,breakfast
682,4017,8,breakfast
740,4017,8,breakfast
753,4017,5,breakfast
755,4017,5,breakfast
756,4017,7,breakfast
757,4017,8,breakfast
766,4017,8,breakfast
772,4017,7,breakfast
773,4017,9,breakfast
789,4017,9,breakfast
793,4017,4,breakfast
806,4017,9,breakfast
807,4017,10,breakfast
808,4017,6,breakfast
820,4017,6,breakfast
841,4017,7,breakfast
851,4017,5,breakfast
877,4017,7,breakfast
879,4017,4,breakfast
887,4017,4,breakfast
903,4017,9,breakfast
904,4017,4,breakfast
914,4017,6,breakfast
936,4017,9,breakfast
961,4017,6,breakfast
989,4017,8,breakfast
1008,4017,4,breakfast
1020,4017,6,breakfast
1021,4017,10,breakfast
1037,4017,7,breakfast
1056,4017,8,breakfast
1064,4017,10,breakfast
1083,4017,6,breakfast
1090,4017,4,breakfast
1094,4017,10,breakfast
1120,4017,8,breakfast
1136,4017,4,breakfast
1157,4017,8,breakfast
1165,4017,9,breakfast
1176,4017,7,breakfast
1183,4017,10,breakfast
1203,4017,8,breakfast
1227,4017,7,breakfast
1235,4017,4,breakfast
1237,4017,4,breakfast
1246,4017,9,breakfast
1250,4017,7,breakfast
1265,4017,10,breakfast
1270,4017,10,breakfast
1280,4017,5,breakfast
1294,4017,6,breakfast
1337,4017,6,breakfast
1339,4017,9,breakfast
1365,4017,6,breakfast
1377,4017,7,breakfast
1387,4017,7,breakfast
1398,4017,6,breakfast
1418,4017,8,breakfast
1423,4017,10,breakfast
1473,4017,4,breakfast
1483,4017,5,breakfast
1498,4017,7,breakfast
1503,4017,5,breakfast
1505,4017,4,breakfast
1512,4017,6,breakfast
1513,4017,6,breakfast
1529,4017,6,breakfast
1537,4017,8,breakfast
1544,4017,5,breakfast
1584,4017,7,breakfast
1585,4017,9,breakfast
1604,4017,6,breakfast
1613,4017,4,breakfast
1617,4017,9,breakfast
1621,4017,6,breakfast
1624,4017,5,breakfast
1634,4017,4,breakfast
1646,4017,4,breakfast
1658,4017,4,breakfast
1659,4017,4,breakfast
1664,4017,5,breakfast
1666,4017,10,breakfast
1669,4017,9,breakfast
1672,4017,8,breakfast
1681,4017,5,breakfast
1682,4017,6,breakfast
1692,4017,8,breakfast
1714,4017,8,breakfast
1723,4017,7,breakfast
1729,4017,6,breakfast
1730,4017,6,breakfast
1761,4017,7,breakfast
1783,4017,5,breakfast
1799,4017,5,breakfast
1801,4017,8,breakfast
1805,4017,5,breakfast
1813,4017,8,breakfast
1821,4017,7,breakfast
1838,4017,10,breakfast
1840,4017,5,breakfast
1862,4017,10,breakfast
1917,4017,10,breakfast
1952,4017,10,breakfast
1975,4017,8,breakfast
2015,4017,9,breakfast
2036,4017,8,breakfast
2062,4017,6,breakfast
2065,4017,9,breakfast
2175,4017,4,breakfast
2179,4017,8,breakfast
2219,4017,6,breakfast
2223,4017,9,breakfast
2240,4017,6,breakfast
2259,4017,9,breakfast
2263,4017,9,breakfast
2279,4017,6,breakfast
2287,4017,9,breakfast
2288,4017,4,breakfast
2302,4017,10,breakfast
2304,4017,9,breakfast
2322,4017,7,breakfast
2341,4017,4,breakfast
2408,4017,7,breakfast
2417,4017,8,breakfast
2446,4017,9,breakfast
2450,4017,9,breakfast
2460,4017,8,breakfast
2483,4017,10,breakfast
2492,4017,5,breakfast
2510,4017,6,breakfast
2514,4017,6,breakfast
2543,4017,6,breakfast
2551,4017,6,breakfast
2590,4017,5,breakfast
2610,4017,6,breakfast
2620,4017,7,breakfast
2626,4017,9,breakfast
2629,4017,4,breakfast
2665,4017,9,breakfast
2682,4017,7,breakfast
2692,4017,8,breakfast
2698,4017,4,breakfast
2704,4017,5,breakfast
2730,4017,4,breakfast
2748,4017,8,breakfast
2755,4017,5,breakfast
2791,4017,9,breakfast
2829,4017,5,breakfast
2858,4017,4,breakfast
2871,4017,8,breakfast
2895,4017,7,breakfast
2897,4017,10,breakfast
2934,4017,5,breakfast
2959,4017,7,breakfast
2960,4017,6,breakfast
2974,4017,10,breakfast
2986,4017,4,breakfast
2996,4017,8,breakfast
9,2604,9,breakfast
10,2604,4,breakfast
17,2604,5,breakfast
20,2604,10,breakfast
32,2604,6,breakfast
38,2604,5,breakfast
47,2604,6,breakfast
64,2604,6,breakfast
70,2604,5,breakfast
92,2604,6,breakfast
98,2604,5,breakfast
107,2604,8,breakfast
115,2604,9,breakfast
130,2604,9,breakfast
140,2604,4,breakfast
148,2604,9,breakfast
167,2604,5,breakfast
218,2604,4,breakfast
222,2604,10,breakfast
232,2604,10,breakfast
268,2604,5,breakfast
315,2604,5,breakfast
316,2604,7,breakfast
318,2604,10,breakfast
321,2604,5,breakfast
342,2604,5,breakfast
344,2604,8,breakfast
347,2604,7,breakfast
355,2604,6,breakfast
365,2604,6,breakfast
377,2604,7,breakfast
384,2604,4,breakfast
388,2604,9,breakfast
392,2604,9,breakfast
399,2604,10,breakfast
414,2604,7,breakfast
459,2604,7,breakfast
473,2604,4,breakfast
489,2604,8,breakfast
512,2604,10,breakfast
520,2604,10,breakfast
572,2604,9,breakfast
596,2604,6,breakfast
604,2604,5,breakfast
607,2604,9,breakfast
638,2604,5,breakfast
648,2604,10,breakfast
649,2604,6,breakfast
656,2604,9,breakfast
673,2604,6,breakfast
705,2604,5,breakfast
729,2604,7,breakfast
751,2604,4,breakfast
753,2604,7,breakfast
773,2604,10,breakfast
820,2604,8,breakfast
821,2604,5,breakfast
824,2604,9,breakfast
849,2604,9,breakfast
873,2604,5,breakfast
892,2604,10,breakfast
905,2604,4,breakfast
926,2604,10,breakfast
943,2604,6,breakfast
950,2604,10,breakfast
1002,2604,4,breakfast
1013,2604,6,breakfast
1048,2604,4,breakfast
1053,2604,4,breakfast
1057,2604,8,breakfast
1074,2604,5,breakfast
1123,2604,10,breakfast
1125,2604,9,breakfast
1151,2604,6,breakfast
1184,2604,10,breakfast
1200,2604,9,breakfast
1216,2604,9,breakfast
1226,2604,6,breakfast
1239,2604,9,breakfast
1251,2604,5,breakfast
1256,2604,8,breakfast
1260,2604,9,breakfast
1265,2604,5,breakfast
1340,2604,5,breakfast
1346,2604,8,breakfast
1357,2604,6,breakfast
1372,2604,8,breakfast
1385,2604,9,breakfast
1395,2604,10,breakfast
1415,2604,10,breakfast
1442,2604,5,breakfast
1449,2604,7,breakfast
1458,2604,7,breakfast
1467,2604,8,breakfast
1474,2604,10,breakfast
1480,2604,9,breakfast
1489,2604,5,breakfast
1493,2604,8,breakfast
1524,2604,4,breakfast
1527,2604,7,breakfast
1537,2604,6,breakfast
1549,2604,9,breakfast
1574,2604,9,breakfast
1594,2604,10,breakfast
1606,2604,10,breakfast
1616,2604,4,breakfast
1621,2604,10,breakfast
1697,2604,5,breakfast
1717,2604,10,breakfast
1726,2604,6,breakfast
1746,2604,9,breakfast
1751,2604,5,breakfast
1789,2604,9,breakfast
1805,2604,5,breakfast
1819,2604,6,breakfast
1830,2604,10,breakfast
1854,2604,5,breakfast
1868,2604,7,breakfast
1886,2604,4,breakfast
1934,2604,5,breakfast
1952,2604,7,breakfast
1963,2604,7,breakfast
1966,2604,4,breakfast
1995,2604,10,breakfast
1997,2604,8,breakfast
1998,2604,8,breakfast
2003,2604,7,breakfast
2007,2604,9,breakfast
2041,2604,9,breakfast
2045,2604,9,breakfast
2101,2604,7,breakfast
2108,2604,4,breakfast
2122,2604,10,breakfast
2126,2604,10,breakfast
2162,2604,7,breakfast
2191,2604,9,breakfast
2192,2604,10,breakfast
2236,2604,9,breakfast
2239,2604,4,breakfast
2255,2604,5,breakfast
2298,2604,5,breakfast
2302,2604,5,breakfast
2308,2604,4,breakfast
2313,2604,4,breakfast
2360,2604,10,breakfast
2408,2604,6,breakfast
2433,2604,9,breakfast
2454,2604,5,breakfast
2473,2604,5,breakfast
2474,2604,8,breakfast
2492,2604,4,breakfast
2502,2604,4,breakfast
2523,2604,4,breakfast
2525,2604,10,breakfast
2531,2604,6,breakfast
2553,2604,10,breakfast
2557,2604,4,breakfast
2566,2604,7,breakfast
2575,2604,8,breakfast
2587,2604,10,breakfast
2605,2604,4,breakfast
2611,2604,8,breakfast
2649,2604,7,breakfast
2665,2604,9,breakfast
2669,2604,9,breakfast
2696,2604,5,breakfast
2708,2604,6,breakfast
2744,2604,9,breakfast
2774,2604,5,breakfast
2789,2604,8,breakfast
2797,2604,6,breakfast
2817,2604,6,breakfast
2819,2604,6,breakfast
2847,2604,7,breakfast
2849,2604,6,breakfast
2886,2604,4,breakfast
2887,2604,7,breakfast
2910,2604,4,breakfast
2915,2604,9,breakfast
2916,2604,9,breakfast
2918,2604,6,breakfast
2921,2604,7,breakfast
2931,2604,6,breakfast
2933,2604,10,breakfast
2947,2604,5,breakfast
2949,2604,6,breakfast
2959,2604,5,breakfast
2972,2604,8,breakfast
2977,2604,5,breakfast
2980,2604,5,breakfast
3,1871,4,breakfast
15,1871,9,breakfast
27,1871,9,breakfast
73,1871,8,breakfast
123,1871,7,breakfast
149,1871,8,breakfast
169,1871,4,breakfast
174,1871,8,breakfast
179,1871,9,breakfast
191,1871,4,breakfast
196,1871,6,breakfast
224,1871,7,breakfast
286,1871,5,breakfast
297,1871,7,breakfast
327,1871,8,breakfast
338,1871,5,breakfast
355,1871,5,breakfast
367,1871,4,breakfast
372,1871,6,breakfast
378,1871,5,breakfast
381,1871,8,breakfast
390,1871,4,breakfast
394,1871,7,breakfast
406,1871,4,breakfast
419,1871,9,breakfast
422,1871,6,breakfast
427,1871,4,breakfast
444,1871,7,breakfast
466,1871,10,breakfast
469,1871,4,breakfast
475,1871,8,breakfast
480,1871,6,breakfast
495,1871,5,breakfast
513,1871,5,breakfast
531,1871,10,breakfast
538,1871,9,breakfast
556,1871,4,breakfast
563,1871,8,breakfast
590,1871,8,breakfast
612,1871,5,breakfast
622,1871,6,breakfast
627,1871,5,breakfast
630,1871,6,breakfast
650,1871,10,breakfast
670,1871,6,breakfast
698,1871,9,breakfast
702,1871,9,breakfast
720,1871,8,breakfast
740,1871,5,breakfast
766,1871,7,breakfast
769,1871,10,breakfast
779,1871,6,breakfast
812,1871,4,breakfast
822,1871,7,breakfast
825,1871,8,breakfast
832,1871,6,breakfast
841,1871,4,breakfast
845,1871,9,breakfast
876,1871,8,breakfast
877,1871,8,breakfast
890,1871,5,breakfast
952,1871,5,breakfast
963,1871,8,breakfast
978,1871,10,breakfast
994,1871,5,breakfast
1022,1871,9,breakfast
1034,1871,5,breakfast
1038,1871,9,breakfast
1059,1871,10,breakfast
1065,1871,8,breakfast
1070,1871,7,breakfast
1101,1871,8,breakfast
1127,1871,4,breakfast
1134,1871,9,breakfast
1171,1871,4,breakfast
1179,1871,10,breakfast
1199,1871,9,breakfast
1209,1871,5,breakfast
1214,1871,9,breakfast
1279,1871,4,breakfast
1286,1871,8,breakfast
1295,1871,4,breakfast
1297,1871,9,breakfast
1317,1871,5,breakfast
1324,1871,7,breakfast
1364,1871,10,breakfast
1372,1871,4,breakfast
1374,1871,6,breakfast
1385,1871,7,breakfast
1391,1871,5,breakfast
1408,1871,7,breakfast
1414,1871,6,breakfast
1424,1871,8,breakfast
1437,1871,5,breakfast
1459,1871,5,breakfast
1497,1871,5,breakfast
1502,1871,7,breakfast
1505,1871,10,breakfast
1511,1871,4,breakfast
1514,1871,10,breakfast
1532,1871,7,breakfast
1541,1871,7,breakfast
1588,1871,9,breakfast
1594,1871,4,breakfast
1614,1871,8,breakfast
1666,1871,6,breakfast
1667,1871,6,breakfast
1682,1871,9,breakfast
1716,1871,7,breakfast
1726,1871,8,breakfast
1734,1871,8,breakfast
1740,1871,7,breakfast
1857,1871,4,breakfast
1858,1871,8,breakfast
1859,1871,8,breakfast
1872,1871,9,breakfast
1879,1871,8,breakfast
1882,1871,5,breakfast
1884,1871,9,breakfast
1917,1871,6,breakfast
1920,1871,5,breakfast
1921,1871,10,breakfast
1927,1871,10,breakfast
1928,1871,9,breakfast
1945,1871,9,breakfast
1974,1871,5,breakfast
1982,1871,10,breakfast
1997,1871,9,breakfast
2000,1871,5,breakfast
2001,1871,10,breakfast
2024,1871,9,breakfast
2025,1871,5,breakfast
2030,1871,4,breakfast
2053,1871,5,breakfast
2054,1871,7,breakfast
2070,1871,4,breakfast
2081,1871,6,breakfast
2085,1871,7,breakfast
2092,1871,7,breakfast
2116,1871,7,breakfast
2117,1871,10,breakfast
2130,1871,6,breakfast
2137,1871,10,breakfast
2173,1871,7,breakfast
2180,1871,8,breakfast
2181,1871,4,breakfast
2183,1871,5,breakfast
2189,1871,5,breakfast
2192,1871,9,breakfast
2205,1871,10,breakfast
2222,1871,6,breakfast
2224,1871,7,breakfast
2231,1871,6,breakfast
2232,1871,8,breakfast
2239,1871,5,breakfast
2245,1871,7,breakfast
2246,1871,10,breakfast
2291,1871,8,breakfast
2302,1871,8,breakfast
2305,1871,7,breakfast
2313,1871,5,breakfast
2329,1871,7,breakfast
2360,1871,9,breakfast
2368,1871,8,breakfast
2386,1871,9,breakfast
2401,1871,7,breakfast
2405,1871,6,breakfast
2438,1871,6,breakfast
2462,1871,10,breakfast
2464,1871,10,breakfast
2509,1871,6,breakfast
2516,1871,4,breakfast
2517,1871,6,breakfast
2536,1871,8,breakfast
2555,1871,9,breakfast
2579,1871,10,breakfast
2597,1871,7,breakfast
2598,1871,6,breakfast
2610,1871,5,breakfast
2679,1871,6,breakfast
2685,1871,5,breakfast
2692,1871,7,breakfast
2718,1871,10,breakfast
2748,1871,8,breakfast
2750,1871,6,breakfast
2770,1871,7,breakfast
2781,1871,4,breakfast
2813,1871,6,breakfast
2823,1871,7,breakfast
2832,1871,7,breakfast
2837,1871,6,breakfast
2891,1871,9,breakfast
2914,1871,10,breakfast
2954,1871,5,breakfast
2967,1871,9,breakfast
2980,1871,4,breakfast
2997,1871,4,breakfast
23,3682,7,breakfast
32,3682,6,breakfast
42,3682,9,breakfast
49,3682,7,breakfast
67,3682,5,breakfast
90,3682,9,breakfast
122,3682,10,breakfast
124,3682,9,breakfast
126,3682,5,breakfast
148,3682,7,breakfast
158,3682,7,breakfast
166,3682,9,breakfast
173,3682,7,breakfast
179,3682,8,breakfast
191,3682,4,breakfast
214,3682,7,breakfast
215,3682,4,breakfast
227,3682,6,breakfast
231,3682,4,breakfast
251,3682,5,breakfast
255,3682,10,breakfast
259,3682,5,breakfast
262,3682,7,breakfast
264,3682,5,breakfast
273,3682,10,breakfast
308,3682,10,breakfast
389,3682,6,breakfast
415,3682,9,breakfast
418,3682,9,breakfast
423,3682,6,breakfast
432,3682,7,breakfast
436,3682,8,breakfast
447,3682,8,breakfast
450,3682,8,breakfast
490,3682,9,breakfast
503,3682,10,breakfast
533,3682,7,breakfast
551,3682,4,breakfast
553,3682,4,breakfast
554,3682,5,breakfast
562,3682,9,breakfast
590,3682,10,breakfast
599,3682,9,breakfast
614,3682,10,breakfast
659,3682,10,breakfast
670,3682,5,breakfast
672,3682,10,breakfast
675,3682,10,breakfast
678,3682,5,breakfast
770,3682,5,breakfast
774,3682,6,breakfast
794,3682,5,breakfast
816,3682,8,breakfast
824,3682,8,breakfast
828,3682,8,breakfast
835,3682,4,breakfast
896,3682,6,breakfast
906,3682,7,breakfast
911,3682,10,breakfast
916,3682,9,breakfast
923,3682,7,breakfast
934,3682,5,breakfast
952,3682,10,breakfast
983,3682,10,breakfast
1009,3682,7,breakfast
1026,3682,9,breakfast
1030,3682,6,breakfast
1052,3682,6,breakfast
1066,3682,6,breakfast
1090,3682,4,breakfast
1110,3682,10,breakfast
1165,3682,7,breakfast
1168,3682,10,breakfast
1244,3682,5,breakfast
1292,3682,6,breakfast
1294,3682,5,breakfast
1299,3682,5,breakfast
1321,3682,7,breakfast
1343,3682,9,breakfast
1352,3682,7,breakfast
1355,3682,9,breakfast
1361,3682,5,breakfast
1362,3682,4,breakfast
1369,3682,4,breakfast
1370,3682,4,breakfast
1379,3682,10,breakfast
1402,3682,6,breakfast
1432,3682,5,breakfast
1444,3682,6,breakfast
1447,3682,8,breakfast
1468,3682,6,breakfast
1470,3682,10,breakfast
1471,3682,6,breakfast
1505,3682,8,breakfast
1545,3682,9,breakfast
1560,3682,9,breakfast
1567,3682,4,breakfast
1580,3682,5,breakfast
1590,3682,9,breakfast
1598,3682,10,breakfast
1623,3682,5,breakfast
1685,3682,6,breakfast
1696,3682,5,breakfast
1708,3682,10,breakfast
1738,3682,10,breakfast
1759,3682,10,breakfast
1809,3682,7,breakfast
1814,3682,7,breakfast
1824,3682,9,breakfast
1835,3682,5,breakfast
1859,3682,6,breakfast
1860,3682,5,breakfast
1861,3682,10,breakfast
1865,3682,6,breakfast
1867,3682,6,breakfast
1869,3682,10,breakfast
1871,3682,8,breakfast
1872,3682,4,breakfast
1888,3682,4,breakfast
1894,3682,4,breakfast
1907,3682,7,breakfast
1908,3682,6,breakfast
1936,3682,6,breakfast
1943,3682,5,breakfast
1954,3682,6,breakfast
1964,3682,8,breakfast
1986,3682,6,breakfast
1997,3682,5,breakfast
2000,3682,10,breakfast
2008,3682,6,breakfast
2010,3682,6,breakfast
2012,3682,4,breakfast
2014,3682,9,breakfast
2062,3682,7,breakfast
2071,3682,4,breakfast
2077,3682,5,breakfast
2104,3682,4,breakfast
2112,3682,7,breakfast
2113,3682,4,breakfast
2120,3682,6,breakfast
2137,3682,5,breakfast
2216,3682,5,breakfast
2225,3682,5,breakfast
2240,3682,8,breakfast
2249,3682,4,breakfast
2264,3682,6,breakfast
2266,3682,5,breakfast
2268,3682,4,breakfast
2272,3682,10,breakfast
2280,3682,9,breakfast
2296,3682,10,breakfast
2368,3682,9,breakfast
2439,3682,10,breakfast
2461,3682,4,breakfast
2467,3682,9,breakfast
2476,3682,8,breakfast
2527,3682,7,breakfast
2548,3682,6,breakfast
2550,3682,7,breakfast
2551,3682,9,breakfast
2562,3682,5,breakfast
2565,3682,5,breakfast
2575,3682,6,breakfast
2589,3682,5,breakfast
2600,3682,8,breakfast
2620,3682,10,breakfast
2647,3682,9,breakfast
2671,3682,9,breakfast
2706,3682,4,breakfast
2719,3682,9,breakfast
2721,3682,4,breakfast
2744,3682,9,breakfast
2748,3682,5,breakfast
2757,3682,4,breakfast
2766,3682,5,breakfast
2791,3682,4,breakfast
2825,3682,5,breakfast
2838,3682,6,breakfast
2840,3682,4,breakfast
2849,3682,7,breakfast
2850,3682,8,breakfast
2859,3682,5,breakfast
2869,3682,6,breakfast
2887,3682,10,breakfast
2892,3682,7,breakfast
2897,3682,8,breakfast
2915,3682,10,breakfast
2921,3682,9,breakfast
2960,3682,8,breakfast
2978,3682,4,breakfast
2979,3682,10,breakfast
2980,3682,7,breakfast
2996,3682,8,breakfast
13,1924,8,breakfast
29,1924,8,breakfast
31,1924,4,breakfast
72,1924,7,breakfast
77,1924,6,breakfast
78,1924,9,breakfast
83,1924,4,breakfast
84,1924,9,breakfast
88,1924,6,breakfast
96,1924,6,breakfast
116,1924,7,breakfast
120,1924,10,breakfast
132,1924,5,breakfast
148,1924,10,breakfast
154,1924,4,breakfast
160,1924,10,breakfast
169,1924,7,breakfast
188,1924,9,breakfast
194,1924,5,breakfast
204,1924,5,breakfast
257,1924,7,breakfast
288,1924,6,breakfast
299,1924,10,breakfast
310,1924,8,breakfast
311,1924,5,breakfast
314,1924,5,breakfast
327,1924,5,breakfast
340,1924,9,breakfast
360,1924,4,breakfast
378,1924,4,breakfast
384,1924,4,breakfast
399,1924,6,breakfast
404,1924,10,breakfast
416,1924,10,breakfast
418,1924,8,breakfast
429,1924,6,breakfast
432,1924,4,breakfast
441,1924,4,breakfast
443,1924,5,breakfast
470,1924,7,breakfast
485,1924,5,breakfast
492,1924,4,breakfast
508,1924,4,breakfast
510,1924,7,breakfast
518,1924,7,breakfast
543,1924,6,breakfast
552,1924,10,breakfast
568,1924,10,breakfast
578,1924,4,breakfast
590,1924,6,breakfast
593,1924,7,breakfast
601,1924,10,breakfast
607,1924,10,breakfast
611,1924,9,breakfast
619,1924,6,breakfast
620,1924,8,breakfast
639,1924,4,breakfast
647,1924,7,breakfast
660,1924,6,breakfast
665,1924,9,breakfast
680,1924,5,breakfast
695,1924,10,breakfast
726,1924,5,breakfast
729,1924,9,breakfast
775,1924,10,breakfast
776,1924,9,breakfast
792,1924,4,breakfast
801,1924,7,breakfast
803,1924,6,breakfast
842,1924,5,breakfast
883,1924,5,breakfast
916,1924,5,breakfast
927,1924,6,breakfast
936,1924,5,breakfast
953,1924,9,breakfast
975,1924,8,breakfast
999,1924,5,breakfast
1117,1924,5,breakfast
1147,1924,8,breakfast
1174,1924,10,breakfast
1193,1924,7,breakfast
1213,1924,8,breakfast
1225,1924,5,breakfast
1229,1924,9,breakfast
1254,1924,7,breakfast
1283,1924,4,breakfast
1301,1924,4,breakfast
1345,1924,6,breakfast
1422,1924,10,breakfast
1427,1924,10,breakfast
1436,1924,4,breakfast
1446,1924,9,breakfast
1450,1924,8,breakfast
1454,1924,7,breakfast
1455,1924,4,breakfast
1461,1924,9,breakfast
1466,1924,7,breakfast
1471,1924,6,breakfast
1480,1924,4,breakfast
1488,1924,10,breakfast
1491,1924,8,breakfast
1499,1924,10,breakfast
1510,1924,9,breakfast
1522,1924,5,breakfast
1524,1924,5,breakfast
1542,1924,6,breakfast
1548,1924,9,breakfast
1551,1924,4,breakfast
1557,1924,9,breakfast
1571,1924,9,breakfast
1573,1924,6,breakfast
1609,1924,7,breakfast
1626,1924,7,breakfast
1631,1924,4,breakfast
1652,1924,6,breakfast
